w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,w_tract,h_tract,h_county
060014228001007,060750332032009,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06075033203,06075
060014228001007,060750353001010,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06075035300,06075
060014228001007,060770036021001,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06077003602,06077
060014228001007,060770048001011,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06077004800,06077
060014228001007,060770051403007,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06077005140,06077
060014228001007,060816011004001,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06081601100,06081
060014228001007,060816103041009,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06081610304,06081
060014228001007,060816109011004,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06081610901,06081
060014228001007,060855050131000,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06085505013,06085
060014228001007,060855076004005,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06085507600,06085
060014228001007,060952501042006,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06095250104,06095
060014228001007,060952501052008,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06095250105,06095
060014228001007,060952520001010,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06095252000,06095
060014228001007,060971534062008,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06097153406,06097
060014228001007,061070034021027,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06107003402,06107
060014228001008,060014008003005,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001400800,06001
060014228001008,060014008003011,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001400800,06001
060014228001008,060014010001001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001401000,06001
060014228001008,060014010004010,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001401000,06001
060014228001008,060014014002006,1,0,1,0,1,0,0,0,1,0,20230321,06001422800,06001401400,06001
060014228001008,060014022003006,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001402200,06001
060014228001008,060014029002001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001402900,06001
060014228001008,060014041013001,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06001404101,06001
060014228001008,060014046002002,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001404600,06001
060014228001008,060014052004012,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001405200,06001
060014228001008,060014053012001,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06001405301,06001
060014228001008,060014053013001,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06001405301,06001
060014228001008,060014053022007,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001405302,06001
060014228001008,060014057001004,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001405700,06001
060014228001008,060014057002003,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06001405700,06001
060014228001008,060014061003018,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001406100,06001
060014228001008,060014062011005,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001406201,06001
060014228001008,060014062011010,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001406201,06001
060014228001008,060014065004000,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001406500,06001
060014228001008,060014066013000,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001406601,06001
060014228001008,060014067002004,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001406700,06001
060014228001008,060014081001005,2,0,2,0,1,0,1,0,1,1,20230321,06001422800,06001408100,06001
060014228001008,060014081004002,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06001408100,06001
060014228001008,060014097004003,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001409700,06001
060014228001008,060014101001010,1,0,1,0,1,0,0,0,1,0,20230321,06001422800,06001410100,06001
060014228001008,060014105001002,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06001410500,06001
060014228001008,060014105001003,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06001410500,06001
060014228001008,060014203011000,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06001420301,06001
060014228001008,060014204011001,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001420401,06001
060014228001008,060014213002004,1,1,0,0,0,0,1,0,1,0,20230321,06001422800,06001421300,06001
060014228001008,060014217003007,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06001421700,06001
060014228001008,060014223001003,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06001422300,06001
060014228001008,060014228001004,1,0,0,1,1,0,0,0,1,0,20230321,06001422800,06001422800,06001
060014228001008,060014228002000,1,0,0,1,0,1,0,0,0,1,20230321,06001422800,06001422800,06001
060014228001008,060014228003004,2,0,0,2,1,1,0,0,0,2,20230321,06001422800,06001422800,06001
060014228001008,060014231002003,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423100,06001
060014228001008,060014236012002,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001423601,06001
060014228001008,060014236012003,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423601,06001
060014228001008,060014236012010,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423601,06001
060014228001008,060014236023012,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06001423602,06001
060014228001008,060014238001013,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001423800,06001
060014228001008,060014239021001,1,1,0,0,0,0,1,0,1,0,20230321,06001422800,06001423902,06001
060014228001008,060014239022008,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423902,06001
060014228001008,060014240011004,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06001424001,06001
060014228001008,060014240013007,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06001424001,06001
060014228001008,060014240014008,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001424001,06001
060014228001008,060014261003025,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001426100,06001
060014228001008,060014261005002,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06001426100,06001
060014228001008,060014272001007,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001427200,06001
060014228001008,060014280003002,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06001428000,06001
060014228001008,060014282003011,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001428200,06001
060014228001008,060014304001002,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06001430400,06001
060014228001008,060014305002011,1,1,0,0,0,0,1,0,1,0,20230321,06001422800,06001430500,06001
060014228001008,060014322003005,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06001432200,06001
060014228001008,060014367001005,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001436700,06001
060014228001008,060014507431002,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001450743,06001
060014228001008,060014515033008,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001451503,06001
060014228001008,060090001232002,1,0,1,0,1,0,0,0,1,0,20230321,06001422800,06009000123,06009
060014228001008,060133080013010,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06013308001,06013
060014228001008,060133190023007,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06013319002,06013
060014228001008,060133211012002,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06013321101,06013
060014228001008,060133361011001,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06013336101,06013
060014228001008,060133372011000,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06013337201,06013
060014228001008,060133381022003,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06013338102,06013
060014228001008,060133390031020,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06013339003,06013
060014228001008,060133451054002,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06013345105,06013
060014228001008,060133452062006,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06013345206,06013
060014228001008,060133461011008,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06013346101,06013
060014228001008,060133461023001,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06013346102,06013
060014228001008,060133551153001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013355115,06013
060014228001008,060133553022006,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013355302,06013
060014228001008,060133592021005,1,0,1,0,1,0,0,0,1,0,20230321,06001422800,06013359202,06013
060014228001008,060133592042002,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06013359204,06013
060014228001008,060133650032002,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06013365003,06013
060014228001008,060133680012001,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06013368001,06013
060014228001008,060133690022000,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013369002,06013
060014228001008,060133690023005,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013369002,06013
060014228001008,060133720006010,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06013372000,06013
060014228001008,060133740002004,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06013374000,06013
060014228001008,060133780001075,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013378000,06013
060014228001008,060133820002009,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06013382000,06013
060014228001008,060133820004000,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06013382000,06013
060014228001008,060133830001005,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013383000,06013
060014228001008,060133830002035,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013383000,06013
060014228001008,060133840003008,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013384000,06013
060014228001008,060133880002016,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06013388000,06013
060014228001008,060371174052002,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06037117405,06037
060014228001008,060411081001002,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06041108100,06041
060014228001008,060530015002009,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06053001500,06053
060014228001008,060530106051001,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06053010605,06053
060014228001008,060590218304006,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06059021830,06059
060014228001008,060670076031006,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06067007603,06067
060014228001008,060670096341005,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06067009634,06067
060014228001008,060730157041002,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06073015704,06073
060014228001008,060730172012011,1,0,0,1,1,0,0,0,0,1,20230321,06001422800,06073017201,06073
060014228001008,060750101012008,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06075010101,06075
060014228001008,060750110023001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06075011002,06075
060014228001008,060750257012008,1,0,1,0,1,0,0,0,1,0,20230321,06001422800,06075025701,06075
060014228001008,060750301024007,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06075030102,06075
060014228001008,060750309003006,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06075030900,06075
060014228001008,060770034043000,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06077003404,06077
060014228001008,060770052191000,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06077005219,06077
060014228001008,060816050004009,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06081605000,06081
060014228001008,060816086002025,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06081608600,06081
060014228001008,060855014021001,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06085501402,06085
060014228001008,060855031161007,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06085503116,06085
060014228001008,060871203021004,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06087120302,06087
060014228001008,060952506042005,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06095250604,06095
060014228001008,060952508013031,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06095250801,06095
060014228001008,060952519021000,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06095251902,06095
060014228001008,060952527023021,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06095252702,06095
060014228001009,060014004003010,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001400400,06001
060014228001009,060014006002006,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001400600,06001
060014228001009,060014008002007,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001400800,06001
060014228001009,060014010002002,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001401000,06001
060014228001009,060014010003002,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001401000,06001
060014228001009,060014010005010,2,0,2,0,0,2,0,0,2,0,20230321,06001422800,06001401000,06001
060014228001009,060014015001007,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001401500,06001
060014228001009,060014015002001,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001401500,06001
060014228001009,060014028011019,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001402801,06001
060014228001009,060014034022000,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001403402,06001
060014228001009,060014036001002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001403600,06001
060014228001009,060014036003009,1,0,0,1,0,1,0,0,0,1,20230321,06001422800,06001403600,06001
060014228001009,060014037011000,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001403701,06001
060014228001009,060014049001008,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06001404900,06001
060014228001009,060014050002007,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001405000,06001
060014228001009,060014054013007,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001405401,06001
060014228001009,060014062022000,1,0,0,1,0,1,0,0,0,1,20230321,06001422800,06001406202,06001
060014228001009,060014065004005,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001406500,06001
060014228001009,060014069002007,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001406900,06001
060014228001009,060014086001014,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001408600,06001
060014228001009,060014086001019,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001408600,06001
060014228001009,060014102001000,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001410200,06001
060014228001009,060014204012003,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001420401,06001
060014228001009,060014205002004,1,0,0,1,1,0,0,0,1,0,20230321,06001422800,06001420500,06001
060014228001009,060014205002014,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001420500,06001
060014228001009,060014211002017,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001421100,06001
060014228001009,060014225003000,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001422500,06001
060014228001009,060014225003004,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001422500,06001
060014228001009,060014228001011,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001422800,06001
060014228001009,060014228002003,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001422800,06001
060014228001009,060014229011000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001422901,06001
060014228001009,060014229011003,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001422901,06001
060014228001009,060014233002000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001423300,06001
060014228001009,060014235002011,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001423500,06001
060014228001009,060014235003013,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423500,06001
060014228001009,060014236011013,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423601,06001
060014228001009,060014236012001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423601,06001
060014228001009,060014236021003,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001423602,06001
060014228001009,060014238003019,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423800,06001
060014228001009,060014240014012,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001424001,06001
060014228001009,060014251021005,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001425102,06001
060014228001009,060014262002004,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001426200,06001
060014228001009,060014262002036,1,0,0,1,1,0,0,0,1,0,20230321,06001422800,06001426200,06001
060014228001009,060014330002010,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001433000,06001
060014228001009,060014337001011,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001433700,06001
060014228001009,060014417011011,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001441701,06001
060014228001009,060014421002005,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001442100,06001
060014228001009,060014507522002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001450752,06001
060014228001009,060133031041001,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06013303104,06013
060014228001009,060133211024000,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06013321102,06013
060014228001009,060133390011004,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013339001,06013
060014228001009,060133521011020,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013352101,06013
060014228001009,060133551122007,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06013355112,06013
060014228001009,060133592022006,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06013359202,06013
060014228001009,060133592043001,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06013359204,06013
060014228001009,060133660011001,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06013366001,06013
060014228001009,060133660023009,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06013366002,06013
060014228001009,060133680021011,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06013368002,06013
060014228001009,060133720001002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06013372000,06013
060014228001009,060133760002014,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06013376000,06013
060014228001009,060133760004001,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06013376000,06013
060014228001009,060133780001059,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013378000,06013
060014228001009,060133901002001,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06013390100,06013
060014228001009,060371273002000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06037127300,06037
060014228001009,060371344222015,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06037134422,06037
060014228001009,060372164011002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06037216401,06037
060014228001009,060374815003007,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06037481500,06037
060014228001009,060375758032022,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06037575803,06037
060014228001009,060450109003030,1,0,0,1,0,1,0,0,0,1,20230321,06001422800,06045010900,06045
060014228001009,060530105063002,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06053010506,06053
060014228001009,060670040202004,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06067004020,06067
060014228001009,060670049082000,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06067004908,06067
060014228001009,060670084031013,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06067008403,06067
060014228001009,060710001203000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06071000120,06071
060014228001009,060750159001003,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06075015900,06075
060014228001009,060750163002004,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06075016300,06075
060014228001009,060750179031010,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06075017903,06075
060014228001009,060750228022002,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06075022802,06075
060014228001009,060750326013001,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06075032601,06075
060014228001009,060770051194009,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06077005119,06077
060014228001009,060770052242016,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06077005224,06077
060014228001009,060816015012007,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06081601501,06081
060014228001009,060816087002008,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06081608700,06081
060014228001009,060855002001000,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06085500200,06085
060014228001009,060855002001007,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06085500200,06085
060014228001009,060855013003001,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06085501300,06085
060014228001009,060855015022002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06085501502,06085
060014228001009,060952529121002,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06095252912,06095
060014228001009,060952529132001,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06095252913,06095
060014228001009,060952535011071,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06095253501,06095
060014228001009,061010505045014,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06101050504,06101
060014228001009,061110056023000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06111005602,06111
060014228001012,060014008001013,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06001400800,06001
060014228001012,060014064001005,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001406400,06001
060014228001012,060014072003000,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001407200,06001
060014228001012,060014072004005,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001407200,06001
060014228001012,060014228001002,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001422800,06001
060014228001012,060014231002001,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06001423100,06001
060014228001012,060014231002003,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001423100,06001
060014228001012,060014233003013,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001423300,06001
060014228001012,060014235002014,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423500,06001
060014228001012,060014261001000,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06001426100,06001
060014228001012,060014278005001,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06001427800,06001
060014228001012,060014281003007,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001428100,06001
060014228001012,060014364021000,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001436402,06001
060014228001012,060133032022008,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06013303202,06013
060014228001012,060133200043005,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06013320004,06013
060014228001012,060133390012002,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013339001,06013
060014228001012,060133591022003,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06013359102,06013
060014228001012,060133601022014,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06013360102,06013
060014228001012,060133810004011,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06013381000,06013
060014228001012,060133820004006,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013382000,06013
060014228001012,060133910002005,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013391000,06013
060014228001012,060190030031007,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06019003003,06019
060014228001012,060730210013010,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06073021001,06073
060014228001012,060750308005003,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06075030800,06075
060014228001012,060750352022004,1,0,0,1,0,0,1,0,0,1,20230321,06001422800,06075035202,06075
060014228001012,060750426022005,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06075042602,06075
060014228001012,060750615022000,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06075061502,06075
060014228001012,060855027043005,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06085502704,06085
060014228001012,060855043192009,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06085504319,06085
060014228001012,060952521081011,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06095252108,06095
060014228001012,061110074051014,1,1,0,0,1,0,0,0,1,0,20230321,06001422800,06111007405,06111
060014228001013,060014007002011,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001400700,06001
060014228001013,060014014002017,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001401400,06001
060014228001013,060014037021003,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001403702,06001
060014228001013,060014052001006,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001405200,06001
060014228001013,060014070005004,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001407000,06001
060014228001013,060014081001015,1,0,0,1,0,1,0,0,0,1,20230321,06001422800,06001408100,06001
060014228001013,060014205001005,1,0,0,1,1,0,0,0,1,0,20230321,06001422800,06001420500,06001
060014228001013,060014219001002,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06001421900,06001
060014228001013,060014227004000,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06001422700,06001
060014228001013,060014228001013,1,0,0,1,1,0,0,0,1,0,20230321,06001422800,06001422800,06001
060014228001013,060014235001009,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423500,06001
060014228001013,060014235003007,1,0,1,0,0,1,0,0,1,0,20230321,06001422800,06001423500,06001
060014228001013,060014512021019,1,0,0,1,0,0,1,0,1,0,20230321,06001422800,06001451202,06001
060014228001013,060133362012001,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06013336201,06013
060014228001013,060133430011001,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06013343001,06013
060014228001013,060133490001005,1,0,0,1,0,1,0,0,1,0,20230321,06001422800,06013349000,06013
060014228001013,060411070001007,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06041107000,06041
060014228001013,060670041003023,1,0,1,0,0,0,1,0,1,0,20230321,06001422800,06067004100,06067
060014228001013,060730098021002,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06073009802,06073
060014228001013,060770051353003,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06077005135,06077
060014228001013,060952516001007,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06095251600,06095
060014228001013,060952522051018,1,1,0,0,0,0,1,0,0,1,20230321,06001422800,06095252205,06095
060014228001013,060952532061017,1,1,0,0,0,1,0,0,1,0,20230321,06001422800,06095253206,06095
060014228002000,060014001001010,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001400100,06001
060014228002000,060014003003009,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001400300,06001
060014228002000,060014006001009,1,1,0,0,0,1,0,0,0,1,20230321,06001422800,06001400600,06001
060014228002000,060014008002002,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001400800,06001
060014228002000,060014010003006,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001401000,06001
060014228002000,060014011004010,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001401100,06001
060014228002000,060014013003011,1,0,1,0,0,1,0,0,0,1,20230321,06001422800,06001401300,06001
060014228002000,060014031001013,2,1,1,0,2,0,0,0,0,2,20230321,06001422800,06001403100,06001
060014228002000,060014031002006,2,0,2,0,2,0,0,0,0,2,20230321,06001422800,06001403100,06001
060014228002000,060014033022006,1,0,1,0,0,0,1,0,0,1,20230321,06001422800,06001403302,06001
060014228002000,060014033022014,1,0,1,0,1,0,0,0,0,1,20230321,06001422800,06001403302,06001
060014228002000,060014034012000,1,1,0,0,1,0,0,0,0,1,20230321,06001422800,06001403401,06001
