NAME,median_household_income,total_population,total_enrollment,college_grad_enrollment,total_households,no_vehicle_owner,no_vehicle_renter,pop_in_labor_force_universe,in_labor_force,unemployed,total_housing_units,state,county,tract,block group,GEOID,student_population,pct_students,households_no_vehicle,pct_no_vehicle,unemployment_rate
"Block Group 4, Census Tract 4212, Alameda County, California",213750,647,,,286,0,0,518,344,13,345,06,001,421200,4,060014212004,,,0,0.0,3.78
"Block Group 1, Census Tract 4213, Alameda County, California",172250,1285,,,510,0,0,1127,767,52,539,06,001,421300,1,060014213001,,,0,0.0,6.78
"Block Group 2, Census Tract 4213, Alameda County, California",99750,1019,,,517,0,62,842,543,0,517,06,001,421300,2,060014213002,,,62,11.99,0.0
"Block Group 3, Census Tract 4213, Alameda County, California",159375,936,,,328,0,0,692,496,10,328,06,001,421300,3,060014213003,,,0,0.0,2.02
"Block Group 4, Census Tract 4213, Alameda County, California",-666666666,697,,,340,0,0,577,329,39,367,06,001,421300,4,060014213004,,,0,0.0,11.85
"Block Group 1, Census Tract 4214, Alameda County, California",217586,1141,,,382,5,10,1009,598,10,413,06,001,421400,1,060014214001,,,15,3.93,1.67
"Block Group 2, Census Tract 4214, Alameda County, California",158750,574,,,231,0,0,492,249,0,251,06,001,421400,2,060014214002,,,0,0.0,0.0
"Block Group 1, Census Tract 4215, Alameda County, California",206250,1483,,,642,0,0,1254,704,42,652,06,001,421500,1,060014215001,,,0,0.0,5.97
"Block Group 2, Census Tract 4215, Alameda County, California",200909,1297,,,432,0,0,1195,741,17,466,06,001,421500,2,060014215002,,,0,0.0,2.29
"Block Group 3, Census Tract 4215, Alameda County, California",157625,1140,,,465,20,8,948,620,35,473,06,001,421500,3,060014215003,,,28,6.02,5.65
"Block Group 1, Census Tract 4216, Alameda County, California",250001,1023,,,330,0,0,805,536,34,361,06,001,421600,1,060014216001,,,0,0.0,6.34
"Block Group 2, Census Tract 4216, Alameda County, California",200908,1357,,,501,0,8,1152,628,39,572,06,001,421600,2,060014216002,,,8,1.6,6.21
"Block Group 3, Census Tract 4216, Alameda County, California",143281,801,,,339,0,0,690,421,13,374,06,001,421600,3,060014216003,,,0,0.0,3.09
"Block Group 4, Census Tract 4216, Alameda County, California",171607,673,,,321,3,17,643,393,16,321,06,001,421600,4,060014216004,,,20,6.23,4.07
"Block Group 1, Census Tract 4217, Alameda County, California",114028,1449,,,681,23,66,1235,824,27,741,06,001,421700,1,060014217001,,,89,13.07,3.28
"Block Group 2, Census Tract 4217, Alameda County, California",131000,830,,,372,0,51,664,374,14,425,06,001,421700,2,060014217002,,,51,13.71,3.74
"Block Group 3, Census Tract 4217, Alameda County, California",-666666666,1158,,,586,39,99,1151,655,41,614,06,001,421700,3,060014217003,,,138,23.55,6.26
"Block Group 1, Census Tract 4218, Alameda County, California",157990,1172,,,445,0,15,930,671,23,465,06,001,421800,1,060014218001,,,15,3.37,3.43
"Block Group 2, Census Tract 4218, Alameda County, California",155694,1008,,,433,33,18,909,585,25,445,06,001,421800,2,060014218002,,,51,11.78,4.27
"Block Group 1, Census Tract 4219, Alameda County, California",133194,835,,,323,11,21,687,470,33,348,06,001,421900,1,060014219001,,,32,9.91,7.02
"Block Group 2, Census Tract 4219, Alameda County, California",130114,1075,,,487,8,63,917,617,7,519,06,001,421900,2,060014219002,,,71,14.58,1.13
"Block Group 3, Census Tract 4219, Alameda County, California",128158,1106,,,434,0,9,926,683,10,434,06,001,421900,3,060014219003,,,9,2.07,1.46
"Block Group 4, Census Tract 4219, Alameda County, California",148214,1157,,,392,27,26,951,701,10,392,06,001,421900,4,060014219004,,,53,13.52,1.43
"Block Group 1, Census Tract 4220, Alameda County, California",126750,1698,,,907,0,104,1533,1240,41,953,06,001,422000,1,060014220001,,,104,11.47,3.31
"Block Group 2, Census Tract 4220, Alameda County, California",153864,507,,,152,0,9,430,229,13,225,06,001,422000,2,060014220002,,,9,5.92,5.68
"Block Group 1, Census Tract 4221, Alameda County, California",118077,1317,,,500,0,29,1149,864,45,574,06,001,422100,1,060014221001,,,29,5.8,5.21
"Block Group 2, Census Tract 4221, Alameda County, California",115139,1855,,,799,22,94,1584,1121,15,799,06,001,422100,2,060014221002,,,116,14.52,1.34
"Block Group 1, Census Tract 4222, Alameda County, California",103875,1300,,,481,9,0,958,607,30,567,06,001,422200,1,060014222001,,,9,1.87,4.94
"Block Group 2, Census Tract 4222, Alameda County, California",96389,603,,,344,6,30,533,323,49,410,06,001,422200,2,060014222002,,,36,10.47,15.17
"Block Group 3, Census Tract 4222, Alameda County, California",91932,1136,,,557,33,55,977,805,10,588,06,001,422200,3,060014222003,,,88,15.8,1.24
"Block Group 1, Census Tract 4223, Alameda County, California",102917,874,,,417,31,33,760,517,8,467,06,001,422300,1,060014223001,,,64,15.35,1.55
"Block Group 2, Census Tract 4223, Alameda County, California",122750,1270,,,593,0,88,1153,740,30,669,06,001,422300,2,060014223002,,,88,14.84,4.05
"Block Group 3, Census Tract 4223, Alameda County, California",76836,1189,,,567,0,159,1043,703,28,745,06,001,422300,3,060014223003,,,159,28.04,3.98
"Block Group 1, Census Tract 4224, Alameda County, California",44637,978,,,429,0,195,964,592,49,555,06,001,422400,1,060014224001,,,195,45.45,8.28
"Block Group 2, Census Tract 4224, Alameda County, California",66633,835,,,326,0,99,820,480,56,326,06,001,422400,2,060014224002,,,99,30.37,11.67
"Block Group 3, Census Tract 4224, Alameda County, California",98000,1685,,,732,59,133,1660,1261,203,785,06,001,422400,3,060014224003,,,192,26.23,16.1
"Block Group 4, Census Tract 4224, Alameda County, California",63338,927,,,413,0,124,779,529,10,525,06,001,422400,4,060014224004,,,124,30.02,1.89
"Block Group 1, Census Tract 4225, Alameda County, California",-666666666,1337,,,714,12,99,1253,937,48,822,06,001,422500,1,060014225001,,,111,15.55,5.12
"Block Group 2, Census Tract 4225, Alameda County, California",-666666666,1236,,,224,0,44,1228,626,15,283,06,001,422500,2,060014225002,,,44,19.64,2.4
"Block Group 3, Census Tract 4225, Alameda County, California",43654,1809,,,604,14,171,1745,812,30,705,06,001,422500,3,060014225003,,,185,30.63,3.69
"Block Group 1, Census Tract 4227, Alameda County, California",89750,738,,,214,0,32,668,400,26,272,06,001,422700,1,060014227001,,,32,14.95,6.5
"Block Group 2, Census Tract 4227, Alameda County, California",50725,1514,,,161,0,47,1510,608,68,218,06,001,422700,2,060014227002,,,47,29.19,11.18
"Block Group 3, Census Tract 4227, Alameda County, California",-666666666,1780,,,276,7,181,1780,660,46,276,06,001,422700,3,060014227003,,,188,68.12,6.97
"Block Group 4, Census Tract 4227, Alameda County, California",-666666666,983,,,297,0,105,983,447,24,331,06,001,422700,4,060014227004,,,105,35.35,5.37
"Block Group 1, Census Tract 4228, Alameda County, California",-666666666,4752,,,190,0,146,4752,1526,213,348,06,001,422800,1,060014228001,,,146,76.84,13.96
"Block Group 2, Census Tract 4228, Alameda County, California",-666666666,2678,,,235,0,196,2678,988,230,339,06,001,422800,2,060014228002,,,196,83.4,23.28
"Block Group 3, Census Tract 4228, Alameda County, California",35625,688,,,343,0,266,667,428,74,415,06,001,422800,3,060014228003,,,266,77.55,17.29
"Block Group 4, Census Tract 4228, Alameda County, California",35052,1459,,,527,0,311,1459,842,32,566,06,001,422800,4,060014228004,,,311,59.01,3.8
"Block Group 1, Census Tract 4229.01, Alameda County, California",42216,920,,,253,0,126,920,545,48,352,06,001,422901,1,060014229011,,,126,49.8,8.81
"Block Group 2, Census Tract 4229.01, Alameda County, California",64517,1165,,,559,0,250,1149,713,11,720,06,001,422901,2,060014229012,,,250,44.72,1.54
"Block Group 1, Census Tract 4229.02, Alameda County, California",69347,1212,,,445,0,134,1121,664,0,480,06,001,422902,1,060014229021,,,134,30.11,0.0
"Block Group 2, Census Tract 4229.02, Alameda County, California",33828,1119,,,707,0,396,1076,635,38,742,06,001,422902,2,060014229022,,,396,56.01,5.98
"Block Group 3, Census Tract 4229.02, Alameda County, California",-666666666,364,,,140,0,79,364,74,0,296,06,001,422902,3,060014229023,,,79,56.43,0.0
"Block Group 1, Census Tract 4230, Alameda County, California",177615,1630,,,628,0,92,1535,1087,36,760,06,001,423000,1,060014230001,,,92,14.65,3.31
"Block Group 2, Census Tract 4230, Alameda County, California",66331,2234,,,827,0,99,2012,1450,49,919,06,001,423000,2,060014230002,,,99,11.97,3.38
"Block Group 3, Census Tract 4230, Alameda County, California",74932,950,,,422,0,71,769,569,0,422,06,001,423000,3,060014230003,,,71,16.82,0.0
"Block Group 1, Census Tract 4231, Alameda County, California",36978,1797,,,740,0,326,1488,797,41,866,06,001,423100,1,060014231001,,,326,44.05,5.14
"Block Group 2, Census Tract 4231, Alameda County, California",106576,627,,,337,21,60,524,393,29,358,06,001,423100,2,060014231002,,,81,24.04,7.38
"Block Group 3, Census Tract 4231, Alameda County, California",-666666666,999,,,519,0,243,919,453,13,519,06,001,423100,3,060014231003,,,243,46.82,2.87
"Block Group 4, Census Tract 4231, Alameda County, California",136917,876,,,381,0,0,680,541,24,405,06,001,423100,4,060014231004,,,0,0.0,4.44
"Block Group 1, Census Tract 4232, Alameda County, California",88897,1430,,,525,0,175,1187,659,0,593,06,001,423200,1,060014232001,,,175,33.33,0.0
"Block Group 2, Census Tract 4232, Alameda County, California",70903,1389,,,559,0,76,1210,780,25,658,06,001,423200,2,060014232002,,,76,13.6,3.21
"Block Group 1, Census Tract 4233, Alameda County, California",-666666666,933,,,386,0,35,824,517,52,415,06,001,423300,1,060014233001,,,35,9.07,10.06
"Block Group 2, Census Tract 4233, Alameda County, California",60669,1477,,,617,0,81,1155,692,32,722,06,001,423300,2,060014233002,,,81,13.13,4.62
"Block Group 3, Census Tract 4233, Alameda County, California",170735,845,,,366,0,70,657,521,45,485,06,001,423300,3,060014233003,,,70,19.13,8.64
"Block Group 1, Census Tract 4234, Alameda County, California",-666666666,818,,,468,12,43,676,338,12,516,06,001,423400,1,060014234001,,,55,11.75,3.55
"Block Group 2, Census Tract 4234, Alameda County, California",195444,803,,,326,0,24,772,670,0,339,06,001,423400,2,060014234002,,,24,7.36,0.0
"Block Group 3, Census Tract 4234, Alameda County, California",138021,1991,,,684,16,12,1785,1421,131,731,06,001,423400,3,060014234003,,,28,4.09,9.22
"Block Group 4, Census Tract 4234, Alameda County, California",71885,1645,,,588,20,130,1334,953,139,650,06,001,423400,4,060014234004,,,150,25.51,14.59
"Block Group 1, Census Tract 4235, Alameda County, California",74398,1560,,,692,14,178,1263,837,32,783,06,001,423500,1,060014235001,,,192,27.75,3.82
"Block Group 2, Census Tract 4235, Alameda County, California",100406,886,,,325,0,42,723,552,33,344,06,001,423500,2,060014235002,,,42,12.92,5.98
"Block Group 3, Census Tract 4235, Alameda County, California",88594,951,,,409,28,101,933,645,31,421,06,001,423500,3,060014235003,,,129,31.54,4.81
"Block Group 1, Census Tract 4236.01, Alameda County, California",145729,1312,,,537,0,28,1176,772,48,607,06,001,423601,1,060014236011,,,28,5.21,6.22
"Block Group 2, Census Tract 4236.01, Alameda County, California",122115,1170,,,574,0,100,1046,725,43,598,06,001,423601,2,060014236012,,,100,17.42,5.93
"Block Group 1, Census Tract 4236.02, Alameda County, California",81471,1632,,,588,26,199,1566,837,98,780,06,001,423602,1,060014236021,,,225,38.27,11.71
"Block Group 2, Census Tract 4236.02, Alameda County, California",19464,2084,,,702,0,362,2038,1348,37,751,06,001,423602,2,060014236022,,,362,51.57,2.74
"Block Group 3, Census Tract 4236.02, Alameda County, California",83589,2883,,,846,0,157,2690,1239,81,923,06,001,423602,3,060014236023,,,157,18.56,6.54
"Block Group 1, Census Tract 4237, Alameda County, California",41406,1885,,,481,25,123,1843,744,76,519,06,001,423700,1,060014237001,,,148,30.77,10.22
"Block Group 2, Census Tract 4237, Alameda County, California",141500,1151,,,438,0,17,916,544,14,590,06,001,423700,2,060014237002,,,17,3.88,2.57
"Block Group 3, Census Tract 4237, Alameda County, California",74706,885,,,316,8,39,835,583,37,316,06,001,423700,3,060014237003,,,47,14.87,6.35
"Block Group 1, Census Tract 4238, Alameda County, California",250001,609,,,234,0,0,516,354,10,243,06,001,423800,1,060014238001,,,0,0.0,2.82
"Block Group 2, Census Tract 4238, Alameda County, California",201657,1169,,,447,6,0,1003,451,11,471,06,001,423800,2,060014238002,,,6,1.34,2.44
"Block Group 3, Census Tract 4238, Alameda County, California",157292,1457,,,683,20,8,1337,876,48,683,06,001,423800,3,060014238003,,,28,4.1,5.48
"Block Group 1, Census Tract 4239.01, Alameda County, California",72500,894,,,380,31,60,773,585,19,443,06,001,423901,1,060014239011,,,91,23.95,3.25
"Block Group 2, Census Tract 4239.01, Alameda County, California",145042,1236,,,442,24,31,1132,886,74,467,06,001,423901,2,060014239012,,,55,12.44,8.35
"Block Group 1, Census Tract 4239.02, Alameda County, California",164375,568,,,228,4,18,513,365,10,248,06,001,423902,1,060014239021,,,22,9.65,2.74
"Block Group 2, Census Tract 4239.02, Alameda County, California",158333,870,,,430,0,59,779,575,26,461,06,001,423902,2,060014239022,,,59,13.72,4.52
"Block Group 1, Census Tract 4240.01, Alameda County, California",112868,981,,,347,11,76,782,488,51,398,06,001,424001,1,060014240011,,,87,25.07,10.45
"Block Group 2, Census Tract 4240.01, Alameda County, California",137679,658,,,235,0,33,573,441,26,285,06,001,424001,2,060014240012,,,33,14.04,5.9
"Block Group 3, Census Tract 4240.01, Alameda County, California",43454,1111,,,389,0,48,920,747,126,421,06,001,424001,3,060014240013,,,48,12.34,16.87
"Block Group 4, Census Tract 4240.01, Alameda County, California",108036,843,,,343,0,35,792,549,24,375,06,001,424001,4,060014240014,,,35,10.2,4.37
"Block Group 1, Census Tract 4240.02, Alameda County, California",100833,1581,,,572,29,49,1323,960,106,667,06,001,424002,1,060014240021,,,78,13.64,11.04
"Block Group 2, Census Tract 4240.02, Alameda County, California",85250,999,,,403,27,52,829,554,39,457,06,001,424002,2,060014240022,,,79,19.6,7.04
"Block Group 1, Census Tract 4251.01, Alameda County, California",86136,1719,,,1240,92,79,1712,1245,68,1350,06,001,425101,1,060014251011,,,171,13.79,5.46
"Block Group 2, Census Tract 4251.01, Alameda County, California",-666666666,13,,,7,0,0,13,0,0,7,06,001,425101,2,060014251012,,,0,0.0,
"Block Group 1, Census Tract 4251.02, Alameda County, California",120764,1076,,,682,11,89,1056,908,0,682,06,001,425102,1,060014251021,,,100,14.66,0.0
"Block Group 2, Census Tract 4251.02, Alameda County, California",141650,601,,,319,0,40,578,500,0,364,06,001,425102,2,060014251022,,,40,12.54,0.0
"Block Group 3, Census Tract 4251.02, Alameda County, California",116406,2396,,,1367,9,202,2243,1732,41,1410,06,001,425102,3,060014251023,,,211,15.44,2.37
"Block Group 1, Census Tract 4251.03, Alameda County, California",126375,965,,,569,0,79,908,800,146,634,06,001,425103,1,060014251031,,,79,13.88,18.25
"Block Group 2, Census Tract 4251.03, Alameda County, California",109352,1156,,,686,0,0,1101,889,10,709,06,001,425103,2,060014251032,,,0,0.0,1.12
"Block Group 3, Census Tract 4251.03, Alameda County, California",99375,903,,,419,22,8,798,637,39,419,06,001,425103,3,060014251033,,,30,7.16,6.12
"Block Group 1, Census Tract 4251.04, Alameda County, California",87500,1904,,,910,0,97,1620,1098,32,1097,06,001,425104,1,060014251041,,,97,10.66,2.91
"Block Group 2, Census Tract 4251.04, Alameda County, California",85341,775,,,381,9,95,744,576,55,458,06,001,425104,2,060014251042,,,104,27.3,9.55
"Block Group 3, Census Tract 4251.04, Alameda County, California",30294,417,,,208,33,52,339,306,12,236,06,001,425104,3,060014251043,,,85,40.87,3.92
"Block Group 4, Census Tract 4251.04, Alameda County, California",170357,639,,,354,0,90,588,417,7,465,06,001,425104,4,060014251044,,,90,25.42,1.68
"Block Group 5, Census Tract 4251.04, Alameda County, California",119815,183,,,114,3,0,183,125,0,114,06,001,425104,5,060014251045,,,3,2.63,0.0
"Block Group 1, Census Tract 4261, Alameda County, California",250001,1218,,,374,0,0,903,600,0,411,06,001,426100,1,060014261001,,,0,0.0,0.0
"Block Group 2, Census Tract 4261, Alameda County, California",250001,377,,,220,0,0,377,233,23,220,06,001,426100,2,060014261002,,,0,0.0,9.87
"Block Group 3, Census Tract 4261, Alameda County, California",250001,1344,,,437,0,0,1034,705,87,482,06,001,426100,3,060014261003,,,0,0.0,12.34
"Block Group 4, Census Tract 4261, Alameda County, California",210882,1111,,,362,0,0,777,567,15,362,06,001,426100,4,060014261004,,,0,0.0,2.65
"Block Group 5, Census Tract 4261, Alameda County, California",250001,1527,,,414,0,10,1197,745,0,414,06,001,426100,5,060014261005,,,10,2.42,0.0
"Block Group 6, Census Tract 4261, Alameda County, California",250001,920,,,339,0,0,688,469,0,401,06,001,426100,6,060014261006,,,0,0.0,0.0
"Block Group 1, Census Tract 4262, Alameda County, California",250001,1609,,,501,9,0,1193,838,72,501,06,001,426200,1,060014262001,,,9,1.8,8.59
"Block Group 2, Census Tract 4262, Alameda County, California",226705,1845,,,659,11,0,1454,947,68,694,06,001,426200,2,060014262002,,,11,1.67,7.18
"Block Group 3, Census Tract 4262, Alameda County, California",199250,1417,,,515,23,0,1009,622,30,515,06,001,426200,3,060014262003,,,23,4.47,4.82
"Block Group 1, Census Tract 4271, Alameda County, California",139554,1463,,,426,0,22,1112,800,60,502,06,001,427100,1,060014271001,,,22,5.16,7.5
"Block Group 2, Census Tract 4271, Alameda County, California",150956,1175,,,427,0,0,887,424,34,427,06,001,427100,2,060014271002,,,0,0.0,8.02
"Block Group 3, Census Tract 4271, Alameda County, California",202037,1751,,,582,0,0,1415,977,42,582,06,001,427100,3,060014271003,,,0,0.0,4.3
"Block Group 1, Census Tract 4272, Alameda County, California",-666666666,971,,,407,0,90,803,580,0,407,06,001,427200,1,060014272001,,,90,22.11,0.0
"Block Group 2, Census Tract 4272, Alameda County, California",120469,1733,,,588,0,32,1318,1060,43,657,06,001,427200,2,060014272002,,,32,5.44,4.06
"Block Group 3, Census Tract 4272, Alameda County, California",100588,910,,,354,7,4,755,492,15,370,06,001,427200,3,060014272003,,,11,3.11,3.05
"Block Group 4, Census Tract 4272, Alameda County, California",-666666666,673,,,233,0,8,572,418,73,272,06,001,427200,4,060014272004,,,8,3.43,17.46
"Block Group 5, Census Tract 4272, Alameda County, California",-666666666,131,,,0,0,0,131,7,0,0,06,001,427200,5,060014272005,,,0,,0.0
"Block Group 1, Census Tract 4273, Alameda County, California",68750,1033,,,430,0,56,842,472,6,455,06,001,427300,1,060014273001,,,56,13.02,1.27
"Block Group 2, Census Tract 4273, Alameda County, California",132331,1900,,,695,0,0,1395,986,30,747,06,001,427300,2,060014273002,,,0,0.0,3.04
"Block Group 3, Census Tract 4273, Alameda County, California",144531,1088,,,403,0,0,879,567,0,403,06,001,427300,3,060014273003,,,0,0.0,0.0
"Block Group 4, Census Tract 4273, Alameda County, California",-666666666,594,,,268,0,0,500,347,0,268,06,001,427300,4,060014273004,,,0,0.0,0.0
"Block Group 5, Census Tract 4273, Alameda County, California",-666666666,421,,,218,0,61,336,134,5,218,06,001,427300,5,060014273005,,,61,27.98,3.73
"Block Group 1, Census Tract 4276, Alameda County, California",96094,2333,,,895,0,0,1806,1431,48,937,06,001,427600,1,060014276001,,,0,0.0,3.35
"Block Group 2, Census Tract 4276, Alameda County, California",66250,1831,,,721,6,158,1625,973,47,799,06,001,427600,2,060014276002,,,164,22.75,4.83
"Block Group 3, Census Tract 4276, Alameda County, California",-666666666,697,,,327,9,103,642,345,48,327,06,001,427600,3,060014276003,,,112,34.25,13.91
"Block Group 1, Census Tract 4277, Alameda County, California",130417,858,,,358,0,56,746,522,0,358,06,001,427700,1,060014277001,,,56,15.64,0.0
"Block Group 2, Census Tract 4277, Alameda County, California",86719,1228,,,631,0,79,1157,930,18,792,06,001,427700,2,060014277002,,,79,12.52,1.94
"Block Group 3, Census Tract 4277, Alameda County, California",164500,1927,,,772,126,0,1653,1316,104,808,06,001,427700,3,060014277003,,,126,16.32,7.9
"Block Group 4, Census Tract 4277, Alameda County, California",124083,1126,,,409,0,117,816,522,0,409,06,001,427700,4,060014277004,,,117,28.61,0.0
"Block Group 1, Census Tract 4278, Alameda County, California",99634,606,,,288,0,0,528,397,48,288,06,001,427800,1,060014278001,,,0,0.0,12.09
"Block Group 2, Census Tract 4278, Alameda County, California",-666666666,1015,,,375,4,8,863,550,22,375,06,001,427800,2,060014278002,,,12,3.2,4.0
"Block Group 3, Census Tract 4278, Alameda County, California",84063,730,,,269,34,14,665,390,5,309,06,001,427800,3,060014278003,,,48,17.84,1.28
"Block Group 4, Census Tract 4278, Alameda County, California",75231,880,,,533,7,86,724,645,51,589,06,001,427800,4,060014278004,,,93,17.45,7.91
"Block Group 5, Census Tract 4278, Alameda County, California",137781,1037,,,421,0,0,778,593,16,421,06,001,427800,5,060014278005,,,0,0.0,2.7
"Block Group 1, Census Tract 4279, Alameda County, California",100162,1197,,,503,0,116,1041,623,15,544,06,001,427900,1,060014279001,,,116,23.06,2.41
"Block Group 2, Census Tract 4279, Alameda County, California",250001,1142,,,448,0,39,1023,689,9,448,06,001,427900,2,060014279002,,,39,8.71,1.31
"Block Group 3, Census Tract 4279, Alameda County, California",101583,588,,,322,0,66,542,453,0,322,06,001,427900,3,060014279003,,,66,20.5,0.0
"Block Group 4, Census Tract 4279, Alameda County, California",127961,790,,,272,0,0,601,468,85,314,06,001,427900,4,060014279004,,,0,0.0,18.16
"Block Group 5, Census Tract 4279, Alameda County, California",78333,1176,,,546,20,14,1000,791,98,627,06,001,427900,5,060014279005,,,34,6.23,12.39
"Block Group 1, Census Tract 4280, Alameda County, California",53365,438,,,199,0,58,337,189,0,199,06,001,428000,1,060014280001,,,58,29.15,0.0
"Block Group 2, Census Tract 4280, Alameda County, California",93750,1492,,,707,6,37,1201,831,97,745,06,001,428000,2,060014280002,,,43,6.08,11.67
"Block Group 3, Census Tract 4280, Alameda County, California",96902,1045,,,435,0,15,765,553,23,441,06,001,428000,3,060014280003,,,15,3.45,4.16
"Block Group 1, Census Tract 4281, Alameda County, California",196563,1536,,,534,12,11,1075,782,7,608,06,001,428100,1,060014281001,,,23,4.31,0.9
"Block Group 2, Census Tract 4281, Alameda County, California",112000,983,,,372,10,0,757,334,5,372,06,001,428100,2,060014281002,,,10,2.69,1.5
"Block Group 3, Census Tract 4281, Alameda County, California",84226,1223,,,535,5,37,1086,794,47,558,06,001,428100,3,060014281003,,,42,7.85,5.92
"Block Group 4, Census Tract 4281, Alameda County, California",98922,1070,,,444,0,39,777,604,0,480,06,001,428100,4,060014281004,,,39,8.78,0.0
"Block Group 1, Census Tract 4282, Alameda County, California",74609,1105,,,400,0,0,799,363,17,400,06,001,428200,1,060014282001,,,0,0.0,4.68
"Block Group 2, Census Tract 4282, Alameda County, California",91490,1595,,,829,0,18,1410,821,19,893,06,001,428200,2,060014282002,,,18,2.17,2.31
"Block Group 3, Census Tract 4282, Alameda County, California",56118,1403,,,600,0,78,1192,692,15,600,06,001,428200,3,060014282003,,,78,13.0,2.17
"Block Group 4, Census Tract 4282, Alameda County, California",113828,1339,,,436,0,0,1048,622,33,471,06,001,428200,4,060014282004,,,0,0.0,5.31
"Block Group 5, Census Tract 4282, Alameda County, California",140179,1505,,,509,33,0,1172,814,0,509,06,001,428200,5,060014282005,,,33,6.48,0.0
"Block Group 1, Census Tract 4283.01, Alameda County, California",199962,3033,,,975,11,0,2464,1918,122,1009,06,001,428301,1,060014283011,,,11,1.13,6.36
"Block Group 2, Census Tract 4283.01, Alameda County, California",156058,1049,,,337,0,0,696,596,54,337,06,001,428301,2,060014283012,,,0,0.0,9.06
"Block Group 3, Census Tract 4283.01, Alameda County, California",192045,1006,,,342,0,0,723,550,0,342,06,001,428301,3,060014283013,,,0,0.0,0.0
"Block Group 4, Census Tract 4283.01, Alameda County, California",189875,2296,,,745,14,0,1897,1166,36,745,06,001,428301,4,060014283014,,,14,1.88,3.09
"Block Group 1, Census Tract 4283.02, Alameda County, California",234447,2773,,,846,0,0,2264,1671,86,929,06,001,428302,1,060014283021,,,0,0.0,5.15
"Block Group 2, Census Tract 4283.02, Alameda County, California",169643,2379,,,824,21,47,1901,1066,51,880,06,001,428302,2,060014283022,,,68,8.25,4.78
"Block Group 3, Census Tract 4283.02, Alameda County, California",147679,2196,,,915,0,17,1707,1101,0,936,06,001,428302,3,060014283023,,,17,1.86,0.0
"Block Group 1, Census Tract 4284, Alameda County, California",103558,2261,,,793,7,56,1910,1192,29,845,06,001,428400,1,060014284001,,,63,7.94,2.43
"Block Group 2, Census Tract 4284, Alameda County, California",47188,924,,,477,0,7,815,544,56,477,06,001,428400,2,060014284002,,,7,1.47,10.29
"Block Group 3, Census Tract 4284, Alameda County, California",87073,1408,,,610,0,45,1168,856,48,664,06,001,428400,3,060014284003,,,45,7.38,5.61
"Block Group 1, Census Tract 4285, Alameda County, California",106250,1205,,,556,26,19,1086,666,0,733,06,001,428500,1,060014285001,,,45,8.09,0.0
"Block Group 2, Census Tract 4285, Alameda County, California",201339,899,,,393,40,0,765,468,29,403,06,001,428500,2,060014285002,,,40,10.18,6.2
"Block Group 3, Census Tract 4285, Alameda County, California",103774,1050,,,505,0,30,853,715,32,505,06,001,428500,3,060014285003,,,30,5.94,4.48
"Block Group 1, Census Tract 4286, Alameda County, California",103646,1421,,,613,8,0,1214,771,19,653,06,001,428600,1,060014286001,,,8,1.31,2.46
"Block Group 2, Census Tract 4286, Alameda County, California",104191,2054,,,1030,86,13,1746,1263,44,1072,06,001,428600,2,060014286002,,,99,9.61,3.48
"Block Group 1, Census Tract 4287, Alameda County, California",204375,1933,,,510,6,12,1423,954,27,527,06,001,428700,1,060014287001,,,18,3.53,2.83
"Block Group 2, Census Tract 4287, Alameda County, California",19000,1089,,,260,0,101,783,335,91,260,06,001,428700,2,060014287002,,,101,38.85,27.16
"Block Group 3, Census Tract 4287, Alameda County, California",83152,1606,,,648,11,186,1205,728,71,884,06,001,428700,3,060014287003,,,197,30.4,9.75
"Block Group 1, Census Tract 4301.01, Alameda County, California",164643,1522,,,452,0,10,1253,699,17,521,06,001,430101,1,060014301011,,,10,2.21,2.43
"Block Group 2, Census Tract 4301.01, Alameda County, California",164958,2412,,,915,10,0,2122,1390,24,915,06,001,430101,2,060014301012,,,10,1.09,1.73
"Block Group 3, Census Tract 4301.01, Alameda County, California",235208,1527,,,508,44,0,1140,713,35,518,06,001,430101,3,060014301013,,,44,8.66,4.91
"Block Group 4, Census Tract 4301.01, Alameda County, California",215000,1490,,,382,0,0,1244,900,8,382,06,001,430101,4,060014301014,,,0,0.0,0.89
"Block Group 1, Census Tract 4301.02, Alameda County, California",161932,2539,,,959,13,0,2135,1183,36,964,06,001,430102,1,060014301021,,,13,1.36,3.04
"Block Group 1, Census Tract 4302, Alameda County, California",214181,1793,,,697,42,0,1434,894,24,697,06,001,430200,1,060014302001,,,42,6.03,2.68
"Block Group 2, Census Tract 4302, Alameda County, California",143958,996,,,327,0,0,853,638,16,427,06,001,430200,2,060014302002,,,0,0.0,2.51
"Block Group 3, Census Tract 4302, Alameda County, California",135568,1045,,,307,0,0,933,559,64,307,06,001,430200,3,060014302003,,,0,0.0,11.45
"Block Group 4, Census Tract 4302, Alameda County, California",178359,1350,,,433,11,0,1179,696,23,433,06,001,430200,4,060014302004,,,11,2.54,3.3
"Block Group 5, Census Tract 4302, Alameda County, California",115982,2364,,,595,0,0,1603,832,70,595,06,001,430200,5,060014302005,,,0,0.0,8.41
"Block Group 1, Census Tract 4303, Alameda County, California",173947,1782,,,544,9,0,1360,842,11,569,06,001,430300,1,060014303001,,,9,1.65,1.31
"Block Group 2, Census Tract 4303, Alameda County, California",143068,1332,,,411,13,0,1038,776,32,411,06,001,430300,2,060014303002,,,13,3.16,4.12
